userid,username,headline,skill
1276,Felicia Apadaca,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","Flask,Azure,Prime Music streams,Spotfire,OOP,Lifecycle,CISSP,Business Analyst healthcare,IAM,Project coordinator,Web Developer"
1277,Joey Sulc,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","Hibernate,Projects,JSP,Customer Service,shopping carts,Supervision,Generic Programming,PMP,MS Excel,Change Management,Customer Service,AML"
1278,Leo Billegas,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","Processor Design,Critical Thinking,iOS,Microsoft Word,CONTROL,Design,MongoDB,Retail,Exchange,especially C/C++,Network Management,CISM,business inteligence,BANKING"
1279,Goldie Mooneyhan,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","GIT,Network Engineering"
1280,Gilda Shirai,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","Computer Science,.NET C#,Wealth Management,Full Time,Informatica Admin,Redshift,Angular,Hon Java Developer,Load/Performance Testing,Scheduling,Consumer Electronics Devices,DL4J,digital analytics,Project Manager"
1281,Noelia Dibella,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","IT Policy Procedures,Data Mining,Solr,WebLogic,COMPLIANCE,Excel,CISM,Java Java EE,incident response,Documentation,architectural design patterns,Theory of Computation"
1282,Elmer Walt,"Senior Software Quality Assurance SQA) Analyst Job in Florham Park
","SHELL,Supervision,Flask"
1283,Bert Kappen,"Commercial Construction Superintendent Job in Seattle
","VB.NET,DL4J"
1284,Sherwood Mentz,"Commercial Construction Superintendent Job in Seattle
","Info Sec,REST API,Ruby,IAM,OOP,Hadoop,test design"
1285,Dennise Theilen,"ProTech
","data driven development,AR,VPN,OOP,PMP,payment gateways,Cryptocurrency,ASP,Process Engineering,3D,Networking"
1286,Shavonne Champine,"ProTech
","AME,deployment,R,Node.js,Business Requirements,Selenium"
1287,Lakia Dronet,"ProTech
","Citrix,CISA,HTML,Business Analytics,SAP ERP,Cognos,BUILD RELEASE ENGINEER,SSL,Stored Procedures,Gnuplot,Wireless Communication,Construction,VB Script"
1288,Joeann Paik,"ProTech
","Open CV,Developer,biotech,Audacity,MIS a related IT field"
1289,Kari Dooney,"ProTech
","payment gateways,Security Risk Management,INTERNAL CONTROL,Web,.NET C#"
1290,Genaro Mellett,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","Management,Change Management,Wireless Communication,Bash shell scripting,SQL Server,NoSQL,Business Analyst healthcare,After Effects,Scientific Software,Financial Services,build processes,Automated"
1291,Bobby Glatt,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","Internet Of Things,Wealth Management,Scientific Software,Communication,Analytical Skills,Database,SSL,VNF Manager,PCI,Apache,Soap,AP Technical Lead"
1292,Claude Krogstad,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","PowerPoint,SQL Server,Tableau"
1293,Lorean Etzkorn,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","Agile,incident response,Consulting,DB2,Data Analysis,DemPlanning,Tester,Micro,MIS a related IT field,data analysts"
1294,Veronique Blonsky,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","MapsAPI,Unix Systems Programming,HTTP,Critical Thinking"
1295,Quiana Barrocas,"Sales Rep / Outside Sales / Territory Sales Job in Sterling
","Network Engineering,Windows 7,CASE,System,Julia,Load/Performance Testing,Unix Systems Programming,Performance,Architecture,BASIC,Google,Contract Independent"
1296,J. Barhen,"Oracle Reports Developer Job in Dallas
","Web Developer,RESTful web services,OOD,problem solving,WebLogic,XML/XSL,Modeling,TDD,IAM,Prime Video views,Project Manager,Sales"
1297,Inga Graeber,"Oracle Reports Developer Job in Dallas
","Switches,Libraries,Release,MS Office"
1298,Antionette Zapata,"Monster
","Business Analyst healthcare,Performance,Application,Scientific Software,Analysis,FINANCE,Big Data,Sales Engineer,Chef,Informatica Admin,Telecom,Rational,PyTorch,Engineering,CASE"
1299,Kala Geater,"Shoe Sales Associate - Draw Job in Glendale
","CISM,Agile,HANA,Management,reporting,Security,AME,Asset Management,Applications,Consumer Electronics Devices"
1300,Paul Saelee,"Shoe Sales Associate - Draw Job in Glendale
","build processes,Photoshop,Telecom,OSS"
1301,Cecil Husaini,"Shoe Sales Associate - Draw Job in Glendale
","Research,Machine Learning,Augmented Reality,Hadoop,DL4J,Software,Visual Studio"
1302,Wen Lu,"Shoe Sales Associate - Draw Job in Glendale
","Design,Bootstrap,Europe Asia.,Construction,Metrics,Tensorflow,Supply Chain,Theory of Computation,VMware,VBA,Wireless"
1303,Fonda Ellifritz,"Shoe Sales Associate - Draw Job in Glendale
","Database Administration,Augmented Reality,SalesForce,General Ledger,Virtual Reality,Algorithm Engineer,,Management,Google,SAP ERP,Programmer,Network,Algorithm Engineer,"
1304,Sharyn Rockingham,"Shoe Sales Associate - Draw Job in Glendale
","Tester,Access,Drug Development,Manager,F#,CRM"
1305,Julienne Klemash,"Sanitation Manager Job in Pompano Beach
","Java C/C++,Network,Network Security"
1306,Garnet Saxman,"Sanitation Manager Job in Pompano Beach
","Director of IS,File Systems,Soap,Consumer Electronics Devices,PMP,TCP/IP,C/C++,Informatica Admin,Cryptocurrency,HTML5"
1307,Doyle Shell,"Release Engineer Job in San Francisco
","Data Architecture,Applications,QA,Developer,OOD,ForeSee"
1308,Lane Semper,"Release Engineer Job in San Francisco
","Node.js,ADA,Microsoft Word,Manager,JSP,Libraries,Network Security,Tensorflow,BASH,Outlook,CASE,API,Micro,Angular.JS"
1309,Stephenie Conninghan,"Forklift Job in Northbrook
","Design,Supervision,SOX"
1310,Vance Burruel,"Forklift Job in Northbrook
","Documentation,Data Mining,MAVEN,catalogs,Theory of Computation,Java C/C++,QA Tester,Solr"
1311,Edward Choi,"Forklift Job in Northbrook
","MS Excel,Visual Basic,SHELL,Microsoft Word,Xcode,Construction,VMAX,Scientific Software"
1312,Quiana Ososki,"Forklift Job in Northbrook
","MapsAPI,VMAX,Storage Devices,Web Design,Re-engineering"
1313,Rafael Vossen,"Forklift Job in Northbrook
","QA,Process Engineering,Google,Storage Devices,preferably with Scala,Wireless,SHELL,Open CV,books,ARM,PMP,Spring"
1314,Luella Roats,"Forklift Job in Northbrook
","Big Data,Multithreading,XML/XSL,Bootstrap,movies,3D,PowerPoint,Data Analytics,System Software,SSL,DemPlanning,Project Management"
1315,Deeanna Gondran,"Accounts Payable Representative Job in Brockton
","OOD,Contract Independent,Azure,CRM,BASH,Avamar,movies,Critical Thinking"
1316,Celeste Skeets,"Accounts Payable Representative Job in Brockton
","Solr,Signals,Scripts,Keras,Cognos,DEVOPS ENGINEER,Keras,NodeJS"
1317,Fidela Mancilla,"Accounts Payable Representative Job in Brockton
","Supervision,Network,System Software,Spring,,Computer vision,CSS,Developer,Network Engineering,Agile,Ajax,3D,RHEL"
1318,Ruthe Temkin,"Accounts Payable Representative Job in Brockton
","Browzwear,Protocol"
1319,Minnie Hanrath,"Accounts Payable Representative Job in Brockton
","Web,Avamar,JENKINS,Flask,Angular JS"
1320,Ryan Mcdonald,"Accounts Payable Representative Job in Brockton
","Program Manager,Protocol Management,iOS,Data Architecture,File Systems,Cobol,Telecommunications,COMPLIANCE,Python"
1321,Teressa Smiler,"Accounts Payable Representative Job in Brockton
","Consulting,Contract W2,CISM,OOD,CISSP,CSS3,Data Analytics,DEVOPS ENGINEER,FICO,WCF,Fortran,test design,reporting"
1322,Eliz Mario,"Accounts Payable Representative Job in Brockton
","Exchange,Browzwear,AngularJS"
1323,Tempie Fara,"Conventional Underwriters Job in Cincinnati
","NoSQL,General Ledger,business development,pharma,Micro,Database Management,InformationSecurity"
1324,Willy Calcutt,"Conventional Underwriters Job in Cincinnati
","ForeSee,CENTOS,Hive,Customer Service,Test,Microsoft Access,PCI,Xcode,VMware,Re-engineering,Director of IS,UX,TDD"
1325,Omer Kucel,"Conventional Underwriters Job in Cincinnati
","CSS,C/C++,Analysis,Adobe Creative Cloud,Protocols,reporting,ARM,Configuration Management,Hibernate,Processor Design"
1326,Eric Granger,"Conventional Underwriters Job in Cincinnati
","AR,Sales,Defect Management,VMware,Visual Studio,PERFORCE,problem solving,Visual Basic,OSS,Computer vision"
1327,Wenxiu Sun,"Registered Nurse RN) Job in Stuart
","Release,Consumer Electronics Devices,SARBANES OXLEY,Rational,mobile device,VNF Manager,JCL,test design"
1328,Orlando Coolahan,"Registered Nurse RN) Job in Stuart
","SQL Server,JSP,Compiler Design,PyTorch,Mortgage/Equiting Lending,Windows 7,CRM,OIM,Data Analytics,Websites,SSL,Configuration Management,RESTful web services,BASH"
1329,Liana Augsburger,"Registered Nurse RN) Job in Stuart
","Contract Independent,applications development,Europe Asia.,Contract Independent,Wireless Communication,Network,QA,Big Data,Web Design,PMP"
1330,Nelida Abatti,"Senior Program Manager Water/Wastewater Job in Atlanta
","AP,concepts,Shell Script"
1331,Effie Budden,"Senior Program Manager Water/Wastewater Job in Atlanta
","Map Reduce,COMPLIANCE,manage,Scrum"
1332,Noelle Cybart,"Clinic Supervisor Job in Cudahy
","Research,SciLab,Java Architect"
1333,Meredith Colbert,"Clinic Supervisor Job in Cudahy
","biotech,Redshift,VNF Manager,Development Manager,SAP ECC,BW reporting,Project Management,OIM,Sales,Redshift"
1334,Morris Ellingwood,"Clinic Supervisor Job in Cudahy
","Java Architect,Re-engineering,OpenStack,Video,Internet Of Things,Java Architect,Ruby,Middleware,Cobol"
1335,Chris Lucas,"Clinic Supervisor Job in Cudahy
","preferably with Scala,C++,Spring,,Software,Microsoft Access,Programming"
1336,Palmira Mengel,"Licensed Vocational Nurse weekend) Job in Irving
",".NET C#,Exchange,Struts,Internet Of Things,VBA,Java Java EE,Java C/C++,Multithreading,Contract Independent,.NET C#,Contract Corp-To-Corp,Node.js,Browzwear"
1337,Daniel J. Rosen,"Licensed Vocational Nurse weekend) Job in Irving
","Node.js,Cloud Computing,HBase"
1338,Melanie Mccarns,"Licensed Vocational Nurse weekend) Job in Irving
","books,Web Server,Visual Basic,Configuration Management,SARBANES,Security,NLP,Machine Learning,Business Requirements,Octave"
1339,Lloyd Raybourn,"Licensed Vocational Nurse weekend) Job in Irving
","EIT,Re-engineering,Adobe Creative Cloud,books,FPGA,Algorithm Engineer,,VMware,Microsoft Access"
1340,Ginger Forgette,"Public Sector Senior Associate
","C,WCF,shopping carts,Android Studio,Prime Video views,Stored Procedures,Photoshop,DynamoDB,SQL Server,SARBANES OXLEY,MIS a related IT field"
1341,Arla Morgas,"Public Sector Senior Associate
","intense curiosity,ICMP,AME,CSS,Development,Sales,Database Administration,Protocol,Outlook,Operations Analysis,VPN,OOD,Flask"
1342,Maryjo Laabs,"Public Sector Senior Associate
","AUDIT,data analysts,DemPlanning,PowerPoint,Protocol,Gnuplot,Data Storage,Sales,Architect,Telecom,Lawson Supply Chain,Windows 7,Consumer Electronics Devices"
1343,Deon Brownsworth,"Public Sector Senior Associate
","TAD PGS,Oracle R12 E-Business,VNF Manager,EIT,Architecture,BASIC,Scientific Software,Visual Basic,Data Analysis,Adobe,data extraction,Best Practices,API,IIS"
1344,Reuben Papelian,"Public Sector Senior Associate
","Generic Programming,Google,Exchange,Maya,Java Architect,User Interface,Octave"
1345,Dallas Theroux,"Public Sector Senior Associate
","Protocols,AngularJS,Unix,Angular.JS,Risk Management,Optimization,MVC,C++,Wireless Communication"
1346,Melodie Arquitt,"Public Sector Senior Associate
","Customer Service,OpenStack,BASIC,synthesis modeling,Hibernate,BUILD RELEASE ENGINEER,Redshift,Sybase,OpenStack,VBA,Performace Management,business development,Analyst,Soap"
1347,S?ren Brunak,"Public Sector Senior Associate
","Contract Independent,XML,VBA,C/C++,Load/Performance Testing,Content Delivery Networks,CRM"
1348,Jolynn Bausley,"Diesel Mechanic Job in Kansas City
","ASP.NET,incident response,SQL Server,Telecom,MIS a related IT field,Lifecycle,Full Time"
1349,Carol Kardell,"Diesel Mechanic Job in Kansas City
","Engineering,Algorithm Engineer,,Recruiter,ALM,Linux,Microsoft Word,Plug Play,Europe Asia.,systems administration,InformationSecurity,Applications,Drug Development,Pharma or Biotech"
1350,Bobbi Kamrowski,"Diesel Mechanic Job in Kansas City
","IIS,ADA,IBM,MapsAPI,Access,ASP,Selenium,Switches,Visual Basic"
1351,Janessa Hesch,"Diesel Mechanic Job in Kansas City
","XML/XSL,BANKING,QA,Telecommunications,FINANCE"
1352,Georgeann Moton,"Java Developer Job in Blue Ash
","Accounting,Performance,Management,Business Analytics,FIX.FAST,SQL Reporting Services Suite,AngularJS,selenium testing automation,Contract W2,JCL,selenium testing automation,Operations Analysis"
1353,Vergie Rule,"Java Developer Job in Blue Ash
","See job description,Cryptocurrency,Scientific Software,Storage Devices,Linux System Admin,Project Manager,Prime Video views,RHEL,Application Development"
1354,Elisha Quigley,"Java Developer Job in Blue Ash
","Customer Service,MS Office,data driven development,Computer,validation,Linux System Admin,Unifier,Buying,Programmer,Director of IS,BASH,Project coordinator,Design"
1355,Sheila Atteburg,"Java Developer Job in Blue Ash
","IT Policy Procedures,Protocols"
1356,Vicenta Devargas,"Java Developer Job in Blue Ash
","Developer,OpenCV,DB2,IP Video Delivery,Web Design,Asset Management,data extraction,J2EE,Web Server,InformationSecurity,Artificial Intelligence,ASP,Neural Networks"
1357,Juli Stachurski,"Java Developer Job in Blue Ash
","build,Regulated Environment,Java,BUILD RELEASE ENGINEER"
1358,Lurline Mantooth,"Java Developer Job in Blue Ash
","Critical Thinking,CISM,Supply Chain,Developer,CISSP,OpenStack,Plug Play"
1359,Rosamaria Vasque,"Quality Assurance Analyst San Antonio
","Performance,JSON,Protocol,General Ledger"
1360,Jaco Vermaak,"Quality Assurance Analyst San Antonio
","Web Server,Stored Procedures,fashion,data analysts,JQuery,Solaris,Recruiter,Communication,Flask"
1361,Terrell Desbiens,"Field Canvas Manager Trainee Job in Pooler
","MACOSX,IIS,Telecom,JQuery,OpenStack"
1362,Shin'ichi Satoh,"Field Canvas Manager Trainee Job in Pooler
","shopping carts,Projects,Java,PCI,Wireless Communication,Avamar,Struts,React,SQL Server,Generic Programming,reports,Projects,HANA"
1363,Alana Verra,"Field Canvas Manager Trainee Job in Pooler
","Wireless Communication,Shell Script,OSS,IT Policy Procedures,.NET C#,Shell Script,Computer Science,Microsoft Access,System Software,Security Risk Management,FINANCE,OS x,Networking,Augmented Reality"
1364,Tressa Cannella,"Field Canvas Manager Trainee Job in Pooler
","Quality Center,Access,ASP.NET,3D,network monitoring,AngularJS,TFS,AR,Fortran,SARBANES"
1365,Niels Landwehr,"Field Canvas Manager Trainee Job in Pooler
","deployment,Engineering,LabVIEW,SSL,Program Manager,Documentation,Analytical,Java"
1366,Carolee Vlahos,"Field Canvas Manager Trainee Job in Pooler
","payment gateways,Visual Studio,HTML,Photoshop,Programmer,JCL,mobile device,CASE,Microsoft Word,Financial Services,Communication"
1367,Jami Wechselblatt,"Field Canvas Manager Trainee Job in Pooler
","Solr,TDD,VNF Manager,firmware,Lifecycle,RESTful web services,Europe Asia.,IT Policy Procedures,OOP,pharma,RESTful web services,Brocade,Artificial Intelligence"
1368,Matthew Smith,"Field Canvas Manager Trainee Job in Pooler
","Programming,Regulated Environment"
1369,Ali Merlo,"Benefits Professional Job in Atlanta
","Excel,Application,Neural Networks,Cisco UCS,shopping carts"
1370,Nicky Tatom,"Benefits Professional Job in Atlanta
","AP,Hon Java Developer,Data Storage,Systems,System Software,MACOSX,UX,System,Cisco"
1371,Howard Kakaviatos,"Benefits Professional Job in Atlanta
","EIT,Algorithm Engineer,,InformationSecurity,MS Office"
1372,Natalia Garlett,"Benefits Professional Job in Atlanta
","Automated,problem solving,Management,Android,IT,Optimization"
1373,Tonie Greason,"Food Service Worker - U.S. Bank Arena Job in Cincinnati
","Photoshop,Engineer,Hardware,manage,Sybase,Mobile,.NET C#,Java C/C++,Java Java EE,Open CV"
1374,Royal Benzi,"Food Service Worker - U.S. Bank Arena Job in Cincinnati
","EIT,WebSphere,systems administration,Data Structures,JavaScript,TAD PGS,Network Management,Recruiter,System Software,VMware,Machine Learning,3D,Security Risk Management"
1375,Neta Bowlen,"Food Service Worker - U.S. Bank Arena Job in Cincinnati
","JCL,Network Management"
1376,Ulysses Birdtail,"Benefits Analyst Job in Downers Grove
","Construction,MongoDB,PCI"
1377,Tu Soman,"Benefits Analyst Job in Downers Grove
","Analyst,CUSTOMER SUPPORT,Construction,especially C/C++,SalesForce,SalesForce,Operations Analysis,Signals,UNIX/AIX,network monitoring,Storage Devices"
1378,Frederic Chazal,"Benefits Analyst Job in Downers Grove
","Sales,Informatica Admin,build,Network Engineer,Microsoft Access,Engineering"
1379,Danyell Kenley,"Benefits Analyst Job in Downers Grove
","Windows 7,Business Intelligence,biotech,Neural Networks,Buying,Avamar,Wireless Communication,books,MS Project Stadard,MIS a related IT field,Visual Basic,SDLC"
1380,Edison Ordaz,"Benefits Analyst Job in Downers Grove
","Python,pharma,System Testing,Contract Independent,FINANCE,FICO,SaaS solution Coupa,JavaScript,AP"
1381,Barney Benabides,"Benefits Analyst Job in Downers Grove
","Software Engineer,Text Analytics,Redshift,Analytical Skills,problem solving,Application,test design,IIS,Scripts"
